hs6,description,product,category,segment,dgcis_segment,in_fed_definition,in_old_fed_analysis,in_telangana_study,in_icea,in_dgcis,in_icrier,world_exports_usd_bn,share_of_world_trade,comments,search_terms
854160,Crystals; mounted piezo-electric,"Used in the sensing or actuation of systems like gas flow sensing, vibration sensing, and flow sensing.",Electrical Equipment,Components,Electronics components,yes,yes,yes,yes,yes,yes,6.833537,0.001549,Included in DGCIS,
854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",Apparatus for diodes and transistors,Electrical Equipment,Components,Electronics components,yes,yes,yes,no,yes,yes,8.593148,0.001825,Included in DGCIS,
854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",Monolithic integrated circuits - Digital,Semiconductor,Components,Electronics components,yes,yes,yes,yes,yes,yes,301.951448,0.088761,Included in DGCIS,
854232,Electronic integrated circuits; memories,Memory Integrated Circuits,Semiconductor,Components,Electronics components,yes,yes,yes,yes,yes,yes,149.984563,0.038636,Included in DGCIS,
854233,Electronic integrated circuits; amplifiers,Amplifiers,Semiconductor,Components,Electronics components,yes,yes,yes,no,yes,yes,20.335455,0.005716,Included in DGCIS,
854239,Electronic integrated circuits; n.e.c. in heading no. 8542,Electronic integrated circuits,Semiconductor,Components,Electronics components,yes,yes,yes,yes,yes,yes,359.551505,0.082127,Included in DGCIS,
854290,Parts of electronic integrated circuits,Parts of electronic circuits,Semiconductor,Components,Electronics components,yes,yes,yes,no,yes,yes,20.738806,0.005006,Included in DGCIS,
854310,Electrical machines and apparatus; particle accelerators,Electrical machines and apparatus,Electrical Equipment,Components,Electronics components,yes,yes,yes,no,yes,yes,0.239043,0.000054,Included in DGCIS,
854320,Electrical machines and apparatus; signal generators,Electrical machines and apparatus,Electrical Equipment,Components,Electronics components,yes,yes,yes,no,yes,yes,1.917722,0.000138,Included in DGCIS,
854330,"Electrical machines and apparatus; for electroplating, electrolysis or electrophoresis",Electrical machines and apparatus,Electrical Equipment,Final Goods,Electronics instruments,yes,yes,yes,no,yes,yes,1.45236,0.00007,Included in DGCIS,
854340,Electrical machines and apparatus; electronic cigarettes and similar personal electric vaporising devices,Electronics cigarettes,Electrical Equipment,Final Goods,Electronics instruments,yes,no,no,no,yes,no,4.328376,0.001192,Included in DGCIS,
854370,"Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543","Components for amplifiers, data recorders etc.",Electrical Equipment,Final Goods,Electronics instruments,yes,yes,yes,no,yes,yes,39.251778,0.009583,Included in DGCIS,
854390,Electrical machines and apparatus; parts of the electrical goods of heading no. 8543,Parts of electrical machines and apparatus,Electrical Equipment,Components,Electronics instruments,yes,yes,yes,yes,yes,yes,10.746131,0.002326,Included in DGCIS,
854411,"Insulated electric conductors; winding wire, of copper",Cables,Electrical Equipment,Components,Not Included,no,yes,no,no,no,no,15.389253,0.001842,Small world share,
854419,"Insulated electric conductors; winding wire, (of other than copper)",Cables,Electrical Equipment,Components,Not Included,no,yes,no,no,no,no,0.544428,0.000065,Small world share,
854420,Insulated electric conductors; co-axial cable and other co-axial electric conductors,Cables,Electrical Equipment,Components,Electronics instruments,yes,yes,yes,no,yes,yes,6.443871,0.00129,Included in DGCIS,
854430,"Insulated electric conductors; ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",Cables,Electrical Equipment,Components,Not Included,no,yes,no,no,no,no,74.133103,0.008875,"Can be removed, can be added in auto comp",
854442,"Insulated electric conductors; for a voltage not exceeding 1000 volts, fitted with connectors",Cables,Electrical Equipment,Components,Not Included,yes,yes,no,yes,no,no,37.839169,0.008881,Included in ICEA,
854449,"Insulated electric conductors; for a voltage not exceeding 1000 volts, not fitted with connectors",Cables,Electrical Equipment,Components,Not Included,yes,yes,no,yes,no,no,38.042037,0.008643,Included in ICEA,
854460,Insulated electric conductors; for a voltage exceeding 1000 volts,Cables,Electrical Equipment,Components,Not Included,yes,yes,no,no,no,no,10.160286,0.001967,Included based on subjective judgement,
854470,Insulated electric conductors; optical fibre cables,Cables,Electrical Equipment,Components,Not Included,yes,yes,no,no,no,no,9.255684,0.002444,Included based on subjective judgement,
854511,"Carbon electrodes; with or without metal, of a kind used for furnaces",Carbon electrodes,Electrical Equipment,Components,Not Included,no,yes,no,no,no,no,4.089653,0.00049,Small world share,
854519,"Carbon electrodes; with or without metal, of a kind used for other than furnaces",Carbon electrodes,Electrical Equipment,Components,Not Included,no,yes,no,no,no,no,5.450226,0.000652,Small world share,
854520,"Carbon brushes; with or without metal, used for electrical purposes",Carbon brushes,Electrical Equipment,Components,Electrodes,yes,yes,no,no,yes,no,0.632751,0.000142,Included in DGCIS,
854590,"Carbon; lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes","Lamp carbon, battery carbon",Electrical Equipment,Components,Electrodes,yes,yes,no,no,yes,no,0.543763,0.000122,Included in DGCIS,
854610,Electrical insulators; of glass,Electrical insulators,Electrical Equipment,Components,Not Included,no,yes,no,no,no,no,0.203405,0.000046,Small world share,
854620,Electrical insulators; of ceramics,Electrical insulators,Electrical Equipment,Components,Not Included,no,yes,no,no,no,no,0.697733,0.000157,Small world share,
854690,Electrical insulators; other than of glass and ceramics,Electrical insulators,Electrical Equipment,Components,Not Included,yes,yes,no,yes,no,no,1.496601,0.000089,Included in ICEA,
854710,"Insulating fittings; of ceramics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546",Insulating fittings,Electrical Equipment,Components,Not Included,no,yes,no,no,no,no,0.015583,0.000002,Small world share,
854720,"Insulating fittings; of plastics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546",Insulating fittings,Electrical Equipment,Components,Not Included,no,yes,no,no,no,no,6.45381,0.000773,Small world share,
854790,"Insulating fittings; (other than of ceramics or plastics), for electrical machines, appliances and equipment, excluding insulators of heading no. 8546",Insulating fittings,Electrical Equipment,Components,Not Included,no,yes,no,no,no,no,0.753877,0.00009,Small world share,
854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators",Waste and Scrap of cells,Consumer Durables,Components,Not Included,no,yes,no,no,no,no,0.008609,0.000002,Small world share,
854890,Electrical parts of machinery or apparatus; n.e.c. in chapter 85,Other parts of waste and scraps,Electrical Equipment,Components,Not Included,no,yes,no,no,no,no,0.368227,0.000083,Small world share,
901210,Microscopes (excluding optical microscopes); diffraction apparatus,Microscopes,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,2.85371,0.000401,Included in DGCIS,
901290,Microscopes (excluding optical microscopes); diffraction apparatus; parts and accessories,Parts of microscopes,Other Electronics,Components,Electronics instruments,yes,yes,no,no,yes,yes,1.049921,0.000038,Included in DGCIS,
901320,Lasers; other than laser diodes,Lasers,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,7.005859,0.002445,Included in DGCIS,
901380,"Optical devices, appliances and instruments; n.e.c. in heading no. 9013",LCD Devices,Other Electronics,Final Goods,Electronics instruments,yes,yes,yes,no,yes,yes,4.827637,0.001781,Included in DGCIS,
901390,Optical appliances and instruments; parts and accessories for articles of heading no. 9013,Parts of optical appliances,Other Electronics,Components,Electronics instruments,yes,yes,no,no,yes,yes,2.89045,0.000638,Included in DGCIS,
901420,Navigational instruments and appliances; for aeronautical or space navigation (excluding compasses),Space navigation instruments,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,yes,yes,yes,2.946596,0.000432,Included in DGCIS,
901480,Navigational instruments and appliances; for navigation other than aeronautical or space navigation (excluding direction finding compasses),Non space navigation instruments,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,2.123272,0.000242,Included in DGCIS,
901580,"Surveying equipment; articles n.e.c. in heading no. 9015, including hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances (excluding compasses)",meteorological or geophysical surveying equipment,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,5.456127,0.000913,Included in DGCIS,
901590,Surveying equipment; parts and accessories for articles of heading no. 9015,Parts of surveying equipment,Other Electronics,Components,Electronics instruments,yes,yes,no,no,yes,yes,2.638866,0.000302,Included in DGCIS,
901600,"Balances; of a sensitivity of 5cg or better, with or without weights",Used for measuring weights,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,0.550359,0.000124,Included in DGCIS,
901720,"Drawing, marking-out or mathematical calculating instruments",Instruments used to measure and calculate while drawing,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,0.432764,0.000097,Included in DGCIS,
901811,"Medical, surgical instruments and appliances; electro-cardiographs",Medical instruments,Medical Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,1.289369,0.000063,Included in DGCIS,
901812,"Medical, surgical instruments and appliances; ultrasonic scanning apparatus","LINEAR ULTRASOUND SCANNER, ELECTRO-DIAGNOSTC APARATUS",Medical Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,4.807447,0.001061,Included in DGCIS,
901813,"Medical, surgical instruments and appliances; magnetic resonance imaging apparatus",Medical instruments,Medical Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,5.715094,0.001025,Included in DGCIS,
901814,"Medical, surgical instruments and appliances; scintigraphic apparatus",Medical instruments,Medical Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,0.281342,0.000063,Included in DGCIS,
901819,"Medical, surgical instruments and appliances; electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1",Medical instruments,Medical Electronics,Final Goods,Electronics instruments,yes,yes,no,yes,yes,yes,18.338997,0.003837,Included in DGCIS,
901820,"Medical, surgical instruments and appliances; ultra-violet or infra-red ray apparatus",Medical instruments,Medical Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,0.678037,0.000152,Included in DGCIS,
901850,Ophthalmic instruments and appliances,Ophthalmic instruments,Medical Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,5.606983,0.000937,Included in DGCIS,
902140,Hearing aids (excluding parts and accessories),Hearing aids,Medical Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,5.717417,0.001066,Included in DGCIS,
902150,Pacemakers; for stimulating heart muscles (excluding parts and accessories),Pacemakers,Medical Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,6.315527,0.000851,Included in DGCIS,
902212,"Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, whether or not for medical, surgical, dental or veterinary uses, computed tomography apparatus",Medical apparatus,Medical Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,5.057925,0.000952,Included in DGCIS,
902213,"Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, for dental uses, excluding computed tomography apparatus",Medical apparatus,Medical Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,0.518087,0.000011,Included in DGCIS,
902214,"Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, for medical, surgical or veterinary uses, not dental uses, excluding computed tomography apparatus",X-RAY GENERATORS AND APPARATUS (NON-PORTABLE),Medical Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,6.477094,0.001029,Included in DGCIS,
902219,"Apparatus based on the use of x-rays, including radiography or radiotherapy apparatus; for other than medical, surgical, dental or veterinary uses",Apparatus for x rays,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,3.478584,0.000455,Included in DGCIS,
902221,"Apparatus based on the use of alpha, beta or gamma radiations, including radiography or radiotherapy apparatus; for medical, surgical, dental or veterinary uses",Medical apparatus,Medical Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,0.238768,0.000054,Included in DGCIS,
902229,"Apparatus based on the use of alpha, beta, gamma or other ionising radiations, including radiography or radiotherapy apparatus; (for other than medical, surgical, dental or veterinary uses)",Apparatus for radiations non medical,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,0.286527,0.000064,Included in DGCIS,
902230,X-ray tubes,X-ray tubes,Medical Electronics,Components,Electronics components,yes,yes,no,yes,yes,yes,2.402004,0.000204,Included in DGCIS,
902290,"Apparatus based on use of x-rays and similar; parts and accessories (x-ray generators, tubes, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and like","X ray generators, tubes etc.",Medical Electronics,Components,Electronics components,yes,yes,no,no,yes,yes,7.537662,0.001385,Included in DGCIS,
902519,"Thermometers and pyrometers; (other than liquid filled, for direct reading), not combined with other instruments",Thermometers and pyrometers,Medical Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,4.309528,0.000702,Included in DGCIS,
902710,"Instruments and apparatus; gas or smoke analysis apparatus, for physical or chemical analysis",Physical or chemical analysis instruments,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,7.476595,0.001606,Included in DGCIS,
902720,Chromatographs and electrophoresis instruments,Chromatographs,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,2.788478,0.000393,Included in DGCIS,
902730,"Spectrometers, spectrophotometers and spectrographs; using optical radiations (UV, visible, IR)",Spectrometers,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,4.918849,0.000859,Included in DGCIS,
902750,"Instruments and apparatus; using optical radiations (UV, visible, IR), (other than spectrometers, spectrophotometers and spectrographs)",Instruments for optical radiation,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,11.404494,0.003157,Included in DGCIS,
903010,Instruments and apparatus; for measuring or detecting ionising radiations,Instruments for detecting radiations,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,2.045715,0.000304,Included in DGCIS,
903020,Oscilloscopes and oscillographs,Oscilloscopes and oscillographs,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,1.04437,0.000013,Included in DGCIS,
903031,"Multimeters; for measuring or checking voltage, current, resistance or power (other than those for measuring or checking semiconductor wafer or devices), without a recording device",Instruments for measuring voltage and resistance,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,0.895598,0.000022,Included in DGCIS,
903032,"Multimeters; for measuring or checking voltage, current, resistance or power, with a recording device",Instruments for measuring voltage and resistance,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,0.596893,0.000134,Included in DGCIS,
903033,"Instruments and apparatus; for measuring or checking voltage, current, resistance or power, without a recording device (excluding multimeters)",Instruments for measuring voltage and resistance,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,2.818527,0.000333,Included in DGCIS,
903039,"Instruments and apparatus; for measuring or checking voltage, current, resistance or power, with a recording device (excluding multimeters)",Instruments for measuring voltage and resistance,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,1.953096,0.000119,Included in DGCIS,
903040,"Instruments and apparatus; specially designed for telecommunications (e.g. cross-talk meters, gain measuring instruments, distortion factor meters, psophometers)",Instruments for telecommunications,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,4.163339,0.000756,Included in DGCIS,
903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices,Instruments and apparatus: for measuring or checking semiconductor wafers or devices,Other Electronics,Final Goods,Electronics instruments,yes,yes,yes,no,yes,yes,6.530818,0.001365,Included in DGCIS,
903084,"Instruments and apparatus; n.e.c. in heading no. 9030, with a recording device",Instruments for telecommunications,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,1.590327,0.000119,Included in DGCIS,
903089,"Instruments and apparatus; n.e.c. in heading no. 9030, without a recording device",Electrical measurement instruments,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,2.104044,0.000333,Included in DGCIS,
903090,"Instruments, apparatus for measuring, checking electrical quantities, not meters of heading no. 9028; parts and accessories, for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",Electrical measurement instruments,Other Electronics,Final Goods,Electronics instruments,yes,yes,no,no,yes,yes,10.702417,0.002877,Included in DGCIS,
903210,"Regulating or controlling instruments and apparatus; automatic type, thermostats",Thermostats,Consumer Durables,Final Goods,Electronics instruments,yes,yes,yes,no,yes,yes,4.554785,0.000701,Included in DGCIS,
903220,"Regulating or controlling instruments and apparatus; automatic, manostats",Regulating,Electrical Equipment,Final Goods,Electronics instruments,yes,yes,yes,no,yes,yes,0.963445,0.000025,Included in DGCIS,
903281,"Regulating or controlling instruments and apparatus; automatic, hydraulic or pneumatic",Regulating,Electrical Equipment,Components,Electronics instruments,yes,yes,yes,no,yes,yes,2.785854,0.000036,Included in DGCIS,
903289,"Regulating or controlling instruments and apparatus; automatic, other than hydraulic or pneumatic",Regulating or controlling instruments,Electrical Equipment,Final Goods,Electronics instruments,yes,yes,yes,yes,yes,yes,21.423022,0.00506,Included in DGCIS,
903290,"Regulating or controlling instruments and apparatus; automatic, parts and accessories","Parts for automatic regulating, controling instruments",Electrical Equipment,Components,Electronics instruments,yes,yes,yes,no,yes,yes,5.848338,0.001159,Included in DGCIS,
910111,"Wrist-watches; electrically operated, with or without a stop-watch, with case of precious metal or of metal clad with precious metal, with mechanical display only",Expensive Watches,Consumer Durables,Final Goods,Not Included,yes,yes,no,no,no,yes,3.499268,0.00056,Included based on subjective judgement,
910191,"Pocket-watches and other watches, including stop-watches; (excluding wrist-watches), with case of precious metal or of metal clad with precious metal, electrically operated",Pocket Watches,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,0.044911,0.00001,Included in DGCIS,
910211,"Wrist-watches; electrically operated, with or without a stop-watch, (other than those of heading no. 9101) with mechanical display only",Quartz cristal watches,Consumer Durables,Final Goods,Not Included,yes,yes,no,no,no,yes,8.314166,0.002071,Included based on subjective judgement,
910212,"Wrist-watches; electrically operated, with or without a stop-watch, (other than those of heading no. 9101) with opto-electronic display only",Wrist watch,Consumer Durables,Final Goods,Consumer electronics,yes,no,no,no,yes,no,1.192357,0.000037,Included in DGCIS,
910291,"Pocket watches and other watches, including stop-watches; (excluding wrist-watches), other than those of heading no. 9101, electrically operated",Watches,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,0.064937,0.000015,Included in DGCIS,
910310,"Clocks; with watch movements, electrically operated, excluding clocks of heading no. 9104",Clocks,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,0.028306,0.000006,Included in DGCIS,
910511,"Clocks; (excluding those with watch movements and instrument panel clocks), alarm clocks, electrically operated",Clocks,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,0.372479,0.000084,Included in DGCIS,
910521,"Clocks; (excluding those with watch movements and instrument panel clocks), wall clocks, electrically operated",Wall Clocks,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,0.637938,0.000004,Included in DGCIS,
910591,"Clocks; (excluding those with watch movements and instrument panel clocks), (other than alarm or wall clocks), electrically operated",Clocks,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,0.174281,0.000039,Included in DGCIS,
910610,"Time recording apparatus; time-registers, time recorders, with clock, watch movement or synchronous motor",Commercial - punchin punchout machines,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,0.158924,0.000036,Included in DGCIS,
910690,"Time recording apparatus; with clock or watch movement or with synchronous motor, n.e.c. in heading no. 9106",Commercial - punchin punchout machines,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,0.234013,0.000053,Included in DGCIS,
910811,"Watch movements; complete and assembled, electrically operated, with mechanical display only or with a device to which a mechanical display can be incorporated",Parts of watches,Consumer Durables,Components,Consumer electronics,yes,yes,yes,no,yes,yes,0.540488,0.000122,Included in DGCIS,
910812,"Watch movements; complete and assembled, electrically operated, by means of solar cells, with opto-electronic display",Watch movements,Consumer Durables,Components,Consumer electronics,yes,no,no,no,yes,no,0.010955,0.000002,Included in DGCIS,
910819,"Watch movements; complete and assembled, electrically operated, by means of solar cells, without mechanical display or device including such or opto-electronic display",Parts of watches,Consumer Durables,Components,Consumer electronics,yes,yes,yes,no,yes,yes,0.020481,0.000005,Included in DGCIS,
910910,"Clock movements; complete and assembled, electrically operated",Clock movements,Consumer Durables,Components,Consumer electronics,yes,no,no,no,yes,no,0.032623,0.000007,Included in DGCIS,
950450,"Games; video game consoles and machines, other than those of subheading 9504.30",Video game consoles,Consumer Durables,Final Goods,Consumer electronics,yes,no,no,no,yes,no,30.192449,0.00649,Included in DGCIS,
961210,"Ribbons; for typewriters and the like, inked or otherwise prepared, for giving impressions, whether or not on spools or in cartridges",Ribbons for typewriters,Computer Hardware,Components,Consumer electronics,yes,yes,yes,no,yes,yes,1.361843,0.000107,Included in DGCIS,
961380,"Lighters; whether or not mechanical or electrical, n.e.c. in heading no. 9613",Electric Lighters,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,0.459997,0.000103,Included in DGCIS,
