hs6,description,product,category,segment,dgcis_segment,in_fed_definition,in_old_fed_analysis,in_telangana_study,in_icea,in_dgcis,in_icrier,world_exports_usd_bn,share_of_world_trade,comments,search_terms
320890,"Paints and varnishes; based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium",Paints and varnishes,Consumables,Components,Not Included,yes,no,no,yes,no,no,8.65371,0.001842,Included in ICEA,
340391,"Lubricating preparations; for the treatment of textile and similar materials (leather, furskins etc), (not containing petroleum oils or oils obtained from bituminous minerals)",Lubricants,Consumables,Components,Not Included,yes,no,no,yes,no,no,0.877755,0.000026,Included in ICEA,
350699,"Glues and other adhesives; prepared, n.e.c. in heading no. 3506, not exceeding a net weight of 1kg",Glues and other adhesives,Consumables,Components,Not Included,yes,no,no,yes,no,no,1.69919,0.000191,Included in ICEA,
390390,"Styrene polymers; in primary forms, n.e.c. in heading no. 3903",Styrene polymers,Consumables,Components,Not Included,yes,no,no,yes,no,no,3.263603,0.000894,Included in ICEA,
390799,"Polyesters; n.e.c. in heading no. 3907, saturated, in primary forms",Polyesters,Consumables,Components,Not Included,yes,no,no,yes,no,no,9.546305,0.002342,Included in ICEA,
390890,"Polyamides; n.e.c. in heading no. 3908, in primary forms",Polyamides,Consumables,Components,Not Included,yes,no,no,yes,no,no,3.882947,0.000818,Included in ICEA,
391910,"Plastics; plates, sheets, film, foil, tape, strip, other flat shapes thereof, self-adhesive, in rolls of a width not exceeding 20cm",Plastic,Consumables,Components,Not Included,yes,no,no,yes,no,no,7.409683,0.001357,Included in ICEA,
391990,"Plastics; plates, sheets, film, foil, tape, strip, other flat shapes thereof, self-adhesive, other than in rolls of a width not exceeding 20cm",Plastic,Consumables,Components,Not Included,yes,no,no,yes,no,no,16.916633,0.003661,Included in ICEA,
392099,"Plastics; plates, sheets, film, foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",Camera Lens,Consumables,Components,Not Included,yes,no,no,yes,no,no,6.653554,0.001577,Included in ICEA,
392329,"Plastics; sacks and bags (including cones), for the conveyance or packing of goods, of plastics other than ethylene polymers",Plastic,Consumables,Components,Not Included,yes,no,no,yes,no,no,6.436302,0.001223,Included in ICEA,
392350,"Plastics; stoppers, lids, caps and other closures, for the conveyance or packing of goods",Plastic,Consumables,Components,Not Included,yes,no,no,yes,no,no,10.239862,0.001961,Included in ICEA,
392390,Plastics; articles for the conveyance or packing of goods n.e.c. in heading no. 3923,Plastic,Consumables,Components,Not Included,yes,no,no,yes,no,no,10.527821,0.002133,Included in ICEA,
392690,Plastics; other articles n.e.c. in chapter 39,Plastic,Consumables,Components,Not Included,yes,no,no,yes,no,no,78.07151,0.01811,Included in ICEA,
401693,"Rubber; vulcanised (other than hard rubber), gaskets, washers and other seals, of non-cellular rubber",Rubber,Consumables,Components,Not Included,yes,no,no,yes,no,no,12.7321,0.00259,Included in ICEA,
401699,"Rubber; vulcanised (other than hard rubber), articles n.e.c. in heading no. 4016, of non-cellular rubber",Rubber,Consumables,Components,Not Included,yes,no,no,yes,no,no,15.021054,0.004096,Included in ICEA,
420231,"Cases and containers; of a kind normally carried in the pocket or in the handbag, with outer surface of leather or of composition leather",Cases and containers,Consumables,Components,Not Included,yes,no,no,yes,no,no,3.830703,0.000503,Included in ICEA,
481910,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",Paper and paperboard,Consumables,Components,Not Included,yes,no,no,yes,no,no,10.531777,0.002374,Included in ICEA,
481920,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard",Paper and paperboard,Consumables,Components,Not Included,yes,no,no,yes,no,no,10.643337,0.00248,Included in ICEA,
482110,"Paper and paperboard; labels or all kinds, printed",Paper and paperboard,Consumables,Components,Not Included,yes,no,no,yes,no,no,4.138044,0.000761,Included in ICEA,
482190,"Paper and paperboard; labels of all kinds, unprinted",Paper and paperboard,Consumables,Components,Not Included,yes,no,no,yes,no,no,1.333836,0.00027,Included in ICEA,
482390,"Paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres; articles n.e.c. in heading no. 4823",Paper and paperboard,Consumables,Components,Not Included,yes,no,no,yes,no,no,5.782826,0.001496,Included in ICEA,
490199,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91","Books, brochures, leaflets",Consumables,Components,Not Included,yes,no,no,yes,no,no,11.975023,0.003284,Included in ICEA,
491110,"Printed matter; trade advertising material, commercial catalogues and the like",Commercial catalogues,Consumables,Components,Not Included,yes,no,no,yes,no,no,3.731412,0.000944,Included in ICEA,
591190,Textile products and articles for technical uses; n.e.c. in heading no. 5911,Textile products,Consumables,Components,Not Included,yes,no,no,yes,no,no,3.021851,0.000496,Included in ICEA,
731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",Mechanics,Consumables,Components,Not Included,yes,no,no,yes,no,no,21.633942,0.005335,Included in ICEA,
731816,Iron or steel; threaded nuts,Mechanics,Consumables,Components,Not Included,yes,no,no,yes,no,no,7.293624,0.001792,Included in ICEA,
732690,Iron or steel; articles n.e.c. in heading 7326,Mechanics,Consumables,Components,Not Included,yes,no,no,yes,no,no,56.681498,0.012976,Included in ICEA,
741021,"Copper; foil, backed with paper, paperboard, plastics or similar backing material, of a thickness (excluding any backing) not exceeding 0.15mm, of refined copper",Raw materials,Consumables,Components,Not Included,yes,no,no,yes,no,no,2.212789,0.000711,Included in ICEA,
750890,Nickel; articles thereof n.e.c. in item no. 7508.1,Raw materials,Consumables,Components,Not Included,yes,no,no,yes,no,no,2.97946,0.000452,Included in ICEA,
761699,Aluminium; articles n.e.c. in heading 7616,Raw materials,Consumables,Components,Not Included,yes,no,no,yes,no,no,21.276964,0.004059,Included in ICEA,
831110,"Electrodes; coated, of base metal, for electric arc-welding",Electrodes,Electrical Equipment,Components,Electrodes,yes,no,no,no,yes,no,1.358832,0.000073,Included in DGCIS,
831120,"Wire; cored, of base metal, for electric arc-welding",Wires,Electrical Equipment,Components,Electrodes,yes,no,no,no,yes,no,1.036094,0.000063,Included in DGCIS,
831130,"Rods and wire; coated rods and cored wire, of base metal, for soldering, brazing or welding by flame",Rods and wire,Electrical Equipment,Components,Electrodes,yes,no,no,yes,yes,no,0.488274,0.00011,Included in DGCIS,
841430,Compressors; of a kind used in refrigerating equipment,Fridge component,White Goods,Components,Not Included,yes,yes,no,no,no,no,15.339787,0.000412,White goods - can include,
841451,"Fans; table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output not exceeding 125W",Household Fans,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,10.428905,0.001248,Small world share,
841459,Fans; n.e.c. in item no. 8414.51,Commercial Fans,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,29.279762,0.003505,Included based on subjective judgement,
841460,"Hoods; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal side not exceeding 120cm",Chimneys over cooktops,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,3.005193,0.00036,Small world share,
841510,"Air conditioning machines; comprising a motor-driven fan and elements for changing the temperature and humidity, of a kind designed to be fixed to a window, wall, ceiling or floor, self-contained or 'split-system'",Commercial - ACs,White Goods,Final Goods,Not Included,yes,yes,no,no,no,no,19.259623,0.003898,White goods - can include,
841581,"Air conditioning machines; containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit and a valve for reversal of the cooling/heat cycle (reversible heat pumps)",Commercial AC,White Goods,Final Goods,Not Included,no,yes,no,no,no,no,4.828181,0.000578,Small world share,
841582,"Air conditioning machines; containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit",Commercial Acs,White Goods,Final Goods,Not Included,no,yes,no,no,no,no,11.357139,0.00136,Small world share,
841583,"Air conditioning machines; containing a motor driven fan, other than window or wall types, not incorporating a refrigerating unit",Commercial AC,White Goods,Final Goods,Not Included,no,yes,no,no,no,no,2.530773,0.000303,Small world share,
841590,"Air conditioning machines; with motor driven fan and elements for temperature control, parts thereof",Parts and elements for air conditioners,Consumer Durables,Components,Not Included,yes,yes,no,no,no,no,26.168545,0.005201,Included based on subjective judgement,
841810,"Refrigerators and freezers; combined refrigerator-freezers, fitted with separate external doors, electric or other",Fridge,White Goods,Final Goods,Not Included,yes,yes,no,no,no,no,15.840095,0.005601,White goods - can include,
841821,"Refrigerators; for household use, compression-type, electric or other",Refrigerators,White Goods,Final Goods,Not Included,no,yes,no,no,no,no,6.163445,0.000738,Small world share,
841830,"Freezers; of the chest type, not exceeding 800l capacity",Refrigerators / Freezers,White Goods,Final Goods,Not Included,no,yes,no,no,no,no,1.058299,0.000127,Small world share,
841840,"Freezers; of the upright type, not exceeding 900l capacity",Commercial Freezers,White Goods,Final Goods,Not Included,no,yes,no,no,no,no,2.269313,0.000272,Small world share,
841861,Heat pumps; other than air conditioning machines of heading no. 8415,Heat pump,White Goods,Final Goods,Not Included,no,yes,no,no,no,no,9.985646,0.001195,Small world share,
841869,Refrigerating or freezing equipment; n.e.c. in heading no. 8418,Fridge component,White Goods,Components,Not Included,yes,yes,no,no,no,no,12.170637,0.002198,White goods - can include,
841891,"Refrigerating or freezing equipment; parts, furniture designed to receive refrigerating or freezing equipment",Parts for refrigerators,White Goods,Components,Not Included,no,yes,no,no,no,no,0.244415,0.000055,Small world share,
841899,"Refrigerating or freezing equipment; parts thereof, other than furniture",Fridge component,White Goods,Components,Not Included,yes,yes,no,no,no,no,7.876817,0.001729,White goods - can include,
841911,"Heaters; instantaneous gas water heaters, for domestic or other purposes",Heaters,White Goods,Final Goods,Not Included,no,yes,yes,no,no,no,0.927126,0.000111,Small world share,
841912,"Heaters; solar water heaters, non-electric",Heaters,White Goods,Final Goods,Not Included,no,no,yes,no,no,no,0.338184,0.000076,Small world share,
842211,Dish washing machines; of the household type,Dishwashers,White Goods,Final Goods,Not Included,no,yes,yes,no,no,no,10.642711,0.001274,Small world share,
842219,Dish washing machines; of other than household type,Commercial Dishwashers,White Goods,Final Goods,Not Included,no,yes,no,no,no,no,0.246364,0.000029,Small world share,
842310,Weighing machines; personal (including baby scales) and household scales,Weighing machine,Consumer Durables,Final Goods,Not Included,no,yes,yes,no,no,no,0.913298,0.000109,Small world share,
842320,Weighing machines; scales for continuous weighing of goods on conveyors,Commercial Weighing Machine,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,0.172656,0.000039,Small world share,
842330,"Weighing machines; constant weight scales and scales for discharging a predetermined weight of material into a bag or container, including hopper scales",Commercial Weighing Machines,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,0.633749,0.000142,Small world share,
842381,"Weighing machines; other than personal, conveyor or constant weight scales, having a maximum weighing capacity not exceeding 30kg (excluding balances of a sensitivity of 5cg or better)",Commercial Weighing Machines,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,0.018719,0.000002,Small world share,
842382,"Weighing machines; other than personal, conveyor or constant weight scales, having a maximum weighing capacity exceeding 30kg but not exceeding 5000kg",Commercial Weighing Machines,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,0.681479,0.000153,Small world share,
842389,"Weighing machines; other than personal, conveyor or constant weight scales, having a maximum weighing capacity exceeding 5000kg",Commercial Weighing machine,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,0.221905,0.00005,Small world share,
842390,"Weighing machines; weights of all kinds, parts of weighing machinery",Weighing machine,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,0.93773,0.000112,Small world share,
844311,"Printing machinery; offset, reel-fed",Printing machinery,Computer Hardware,Final Goods,Not Included,no,yes,no,no,no,no,0.24015,0.000054,Small world share,
844312,"Printing machinery; offset, sheet-fed, office type (sheet size not exceeding 22 x 36cm in the unfolded state)",Printing machinery,Computer Hardware,Final Goods,Not Included,no,yes,no,no,no,no,0.02284,0.000005,Small world share,
844313,"Printing machinery; offset, n.e.c. in item no. 8443.1",Printing machinery,Computer Hardware,Final Goods,Not Included,no,yes,no,no,no,no,2.692201,0.000322,Small world share,
844316,Printing machinery; flexographic,Printing machinery,Computer Hardware,Final Goods,Not Included,no,yes,no,no,no,no,0.450157,0.000054,Small world share,
844317,Printing machinery; gravure,Printing machinery,Computer Hardware,Final Goods,Not Included,no,yes,no,no,no,no,0.221392,0.00005,Small world share,
844319,"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42, n.e.c. in item no. 8443.1",Printing machinery,Computer Hardware,Final Goods,Not Included,no,yes,no,no,no,no,1.244972,0.000149,Small world share,
844331,"Printing, copying, and facsimile machines; machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data processing machine or to a network",Printing machinery,Computer Hardware,Final Goods,"Computer hardware, peripherals",yes,yes,yes,no,yes,yes,14.992824,0.003596,Included in DGCIS,
844332,"Printing, copying, and facsimile machines; single-function printing, copying or facsimile machines, capable of connecting to an automatic data processing machine or to a network",Printing machinery,Computer Hardware,Final Goods,"Computer hardware, peripherals",yes,yes,yes,no,yes,yes,11.245684,0.0026,Included in DGCIS,
844339,"Printing, copying, and facsimile machines; single-function printing, copying or facsimile machines, not capable of connecting to an automatic data processing machine or to a network",Printing machinery,Computer Hardware,Final Goods,"Computer hardware, peripherals",yes,yes,yes,no,yes,yes,1.459933,0.000137,Included in DGCIS,
844391,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; parts and accessories",Parts for printing machinery,Computer Hardware,Components,Electronics instruments,yes,yes,yes,no,yes,yes,2.372508,0.000364,Included in DGCIS,
844399,"Printing machinery; parts and accessories, n.e.c. in item no. 8443.91",Parts for printing machinery,Computer Hardware,Components,Electronics instruments,yes,no,no,no,yes,yes,36.740431,0.00907,Included in DGCIS,
845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",Washing Machine,White Goods,Final Goods,Not Included,yes,yes,no,no,no,no,8.654986,0.002497,White goods - can include,
845012,"Washing machines; household or laundry-type, with built-in centrifugal drier, (not fully-automatic), of a dry linen capacity not exceeding 10kg",Washing Machine - not automatic,Consumer Durables,Final Goods,Not Included,no,yes,yes,no,no,no,0.59953,0.000135,Small world share,
845019,"Washing machines; household or laundry-type, not fully-automatic, without built-in centrifugal drier, of a dry linen capacity not exceeding 10kg",Washing Machine - not automatic,Consumer Durables,Final Goods,Not Included,no,yes,yes,no,no,no,0.150738,0.000034,Small world share,
845020,"Washing machines; household or laundry-type, of a dry linen capacity exceeding 10kg",Washing Machine,White Goods,Final Goods,Not Included,no,yes,yes,no,no,no,4.214904,0.000505,Small world share,
845090,Washing machines; parts for household or laundry-type,Washing Machine parts,White Goods,Components,Not Included,no,yes,yes,no,no,no,1.544835,0.000185,Small world share,
845110,Dry-cleaning machines,Commercial - Dry cleaning machines,Consumer Durables,Final Goods,Not Included,no,yes,yes,no,no,no,0.056587,0.000013,Small world share,
845121,Drying machines; of a dry linen capacity not exceeding 10kg,Clothes Dryers,Consumer Durables,Final Goods,Not Included,no,yes,yes,no,no,no,2.329824,0.000279,Small world share,
845129,Drying machines; of a dry linen capacity exceeding 10kg,Clothes Dryers,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,2.231565,0.000267,Small world share,
845130,Ironing machines and presses (including fusing presses),Press Iron,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,0.445603,0.0001,Small world share,
845210,Sewing machines; of the household type,Sweing Machines,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,0.000179,0,Small world share,
845221,"Sewing machines; (not household type), automatic units",Commercial Sweing Machines,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,1.352073,0.000162,Small world share,
845610,"Machine-tools; operated by laser or other light or photon beam processes, for working any material by removal of material",Lasers,Other Electronics,Final Goods,Not Included,no,yes,no,no,no,no,0,0,Small world share,
845630,"Machine-tools; for working any material by removal of material, operated by electro-discharge processes",Machine tools used to remove material from a workpiece.,Other Electronics,Final Goods,Not Included,no,yes,no,no,no,no,0.214801,0.000026,Small world share,
847010,"Calculating machines; electronic calculators capable of operation without an external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions",Calculator,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,0.661611,0.000005,Included in DGCIS,
847021,"Calculating machines; electronic, incorporating a printing device, needing an external source of power",Calculator,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,0.110603,0.000025,Included in DGCIS,
847029,"Calculating machines; electronic, (not incorporating a printing device), needing an external power source",Calculator,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,0.077261,0.000017,Included in DGCIS,
847030,Calculating machines; non-electronic,Calculator,Consumer Durables,Final Goods,Consumer electronics,yes,yes,yes,no,yes,yes,0.029651,0.000007,Included in DGCIS,
847050,Cash registers,Cash Registers - Others,Consumer Durables,Final Goods,Electronics instruments,yes,yes,yes,no,yes,yes,4.077767,0.000963,Included in DGCIS,
847090,Machines incorporating a calculating device; n.e.c. in heading no. 8470,Machines with calculator,Consumer Durables,Final Goods,Electronics instruments,yes,yes,yes,no,yes,yes,0.936286,0.000208,Included in DGCIS,
847130,"Automatic data processing machines; portable, weighing not more than 10kg, consisting of at least a central processing unit, a keyboard and a display",Laptops,Computer Hardware,Final Goods,"Computer hardware, peripherals",yes,yes,yes,yes,yes,yes,144.271889,0.035964,Included in DGCIS,
847141,"Automatic data processing machines; comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined, n.e.c. in item no. 8471.30",Computers,Computer Hardware,Final Goods,"Computer hardware, peripherals",yes,yes,yes,no,yes,yes,12.766808,0.00302,Included in DGCIS,
847149,"Automatic data processing machines; presented in the form of systems, n.e.c. in item no. 8471.30 or 8471.41",Computers,Computer Hardware,Final Goods,"Computer hardware, peripherals",yes,yes,yes,no,yes,yes,17.673711,0.00457,Included in DGCIS,
847150,"Units of automatic data processing machines; processing units other than those of item no. 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units or output units",Desktop / PC,Computer Hardware,Final Goods,"Computer hardware, peripherals",yes,yes,yes,yes,yes,yes,85.358387,0.02116,Included in DGCIS,
847160,"Units of automatic data processing machines; input or output units, whether or not containing storage units in the same housing",Input or output units in automatic data processing units,Computer Hardware,Final Goods,"Computer hardware, peripherals",yes,yes,yes,yes,yes,yes,13.2845,0.003011,Included in DGCIS,
847170,Units of automatic data processing machines; storage units,Hard Drive,Computer Hardware,Final Goods,"Computer hardware, peripherals",yes,yes,yes,yes,yes,yes,48.228818,0.013033,Included in DGCIS,
847180,"Units of automatic data processing machines; n.e.c. in item no. 8471.50, 8471.60 or 8471.70",Graphics Card,Computer Hardware,Final Goods,"Computer hardware, peripherals",yes,yes,yes,yes,yes,yes,61.198088,0.012547,Included in DGCIS,
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",Magnetic or optical readers - machines for transcribing data onto data media in coded form and machines for processing such data,Computer Hardware,Final Goods,"Computer hardware, peripherals",yes,yes,yes,no,yes,yes,9.443926,0.001677,Included in DGCIS,
847290,Office machines; not elsewhere classified,General office machines - Others,Computer Hardware,Final Goods,Electronics instruments,yes,yes,no,no,yes,no,3.559062,0.000718,Included in DGCIS,
847310,"Typewriters and word-processing machines; parts and accessories of the machines of heading 84.69 (other than covers, carrying cases and the like)",Parts for typewriters,Computer Hardware,Components,Not Included,no,yes,no,no,no,no,0,0,Small world share,
847321,"Calculating machines; parts and accessories of the electronic calculating machines of item no. 8470.10, 8470.21 or 8470.29 (other than covers, carrying cases and the like)",Parts of calculators,Computer Hardware,Final Goods,"Computer hardware, peripherals",yes,yes,yes,no,yes,yes,0.286058,0.000064,Included in DGCIS,
847329,"Machinery; parts and accessories of the machines of item no. 8470.30. 8470.50 or 8470.90 (other than covers, carrying cases and the like)",Parts of accounting machines (like ribbons),Computer Hardware,Components,"Computer hardware, peripherals",yes,yes,yes,no,yes,yes,1.486674,0.000133,Included in DGCIS,
847330,"Machinery; parts and accessories (other than covers, carrying cases and the like) of the machines of heading no. 8471",Motherboard,Computer Hardware,Components,"Computer hardware, peripherals",yes,yes,yes,yes,yes,yes,101.489022,0.026376,Included in DGCIS,
847340,"Machinery; parts and accessories (other than covers, carrying cases and the like) of the machines of heading no. 8472","Parts of office machines like power switch, power cord",Computer Hardware,Components,"Computer hardware, peripherals",yes,yes,yes,no,yes,yes,1.888052,0.000307,Included in DGCIS,
847350,"Machines; parts and accessories (other than covers, carrying cases and the like) equally suitable for use with machines of two or more of the headings 8470 to 8472",Parts of office machines,Computer Hardware,Components,Not Included,no,yes,no,no,no,no,0.093507,0.000011,Small world share,
847621,"Machines; automatic beverage-vending machines, incorporating heating or refrigerating devices",Vending Machine,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,0.430101,0.000097,Small world share,
847629,"Machines; automatic beverage-vending machines, not incorporating heating or refrigerating devices",Vending Machine,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,0.039502,0.000009,Small world share,
847681,"Machines; automatic goods-vending machines, (e.g. postage stamp, cigarette, food or money-changing machines, excluding beverage-vending machines), incorporating heating or refrigerating devices",Vending Machine,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,0.173483,0.000039,Small world share,
847689,"Machines; automatic goods-vending machines, (e.g. postage stamp, cigarette, food or money-changing machines, excluding beverage-vending machines), not incorporating heating or refrigerating devices",Vending Machine,Consumer Durables,Final Goods,Not Included,no,yes,no,no,no,no,0.412823,0.000093,Small world share,
850110,Electric motors; of an output not exceeding 37.5W,Domestic water motors - Others,Electrical Equipment,Components,Electronics instruments,yes,yes,yes,yes,yes,yes,13.415732,0.002244,Included in DGCIS,
850410,Discharge lamps or tubes; ballasts therefor,Ballasts for lamps,Electrical Equipment,Components,Not Included,no,yes,no,no,no,no,0.004026,0,Small world share,
850421,"Electrical transformers; liquid dielectric, having a power handling capacity not exceeding 650kVA",Transformers,Electrical Equipment,Components,Electronics instruments,yes,yes,yes,yes,yes,yes,2.9955,0.000233,Included in DGCIS,
850422,"Electrical transformers; liquid dielectric, having a power handling capacity exceeding 650kVA but not exceeding 10,000kVA",Transformers,Electrical Equipment,Components,Electronics instruments,yes,yes,yes,no,yes,yes,3.674423,0.000329,Included in DGCIS,
850423,"Electrical transformers; liquid dielectric, having a power handling capacity exceeding 10,000kVA",Transformers,Electrical Equipment,Components,Not Included,no,yes,no,no,no,no,6.852019,0.00082,Small world share,
850431,"Electrical transformers; n.e.c. in item no. 8504.2, having a power handling capacity not exceeding 1kVA",Transformers,Electrical Equipment,Final Goods,Electronics instruments,yes,yes,yes,yes,yes,yes,5.327473,0.001349,Included in DGCIS,
850432,"Transformers; n.e.c. in item no. 8504.2, having a power handling capacity exceeding 1kVA but not exceeding 16kVA",Transformers,Electrical Equipment,Final Goods,Electronics instruments,yes,yes,yes,yes,yes,yes,0.881063,0.000018,Included in DGCIS,
850433,"Transformers; n.e.c. in item no. 8504.2, having a power handling capacity exceeding 16kVA but not exceeding 500kVA",Transformers,Electrical Equipment,Components,Not Included,no,yes,no,no,no,no,0.420731,0.00005,Small world share,
850434,"Transformers; n.e.c. in item no. 8504.2, having a power handling capacity exceeding 500kVA",Transformers,Electrical Equipment,Components,Not Included,no,yes,no,no,no,no,0.865168,0.000104,Small world share,
850440,Electrical static converters,"Battery Charger, Adapter",Mobile & Telephone,Components,Electronics instruments,yes,yes,yes,yes,yes,yes,98.35843,0.023174,Included in DGCIS,
850450,Electrical inductors; n.e.c. in heading no. 8504,Inductor,Electrical Equipment,Components,Electronics instruments,yes,yes,yes,yes,yes,yes,11.967115,0.002982,Included in DGCIS,
850490,"Electrical transformers, static converters and inductors; parts thereof",Transformers,Electrical Equipment,Components,Electronics components,yes,yes,yes,yes,yes,yes,14.507583,0.002914,Included in DGCIS,
850511,"Magnets; permanent magnets and articles intended to become permanent magnets after magnetisation, of metal",Magnets used for electronics,Other Electronics,Components,Electronics instruments,yes,yes,no,yes,yes,yes,5.361832,0.001511,Included in DGCIS,
850519,"Magnets; permanent magnets and articles intended to become permanent magnets after magnetisation, other than of metal",Magnets used for electronics,Other Electronics,Components,Electronics instruments,yes,yes,no,no,yes,yes,1.208455,0.000125,Included in DGCIS,
850520,"Magnets; electro-magnetic couplings, clutches and brakes",Magnets in clutches or brake,Other Electronics,Components,Not Included,no,yes,no,no,no,no,0.26374,0.000032,Small world share,
850590,"Magnets; electro-magnets, holding devices and parts n.e.c. in heading no. 8505",Electro-magnets,Other Electronics,Components,Not Included,no,yes,no,no,no,no,3.799645,0.000455,Small world share,
850610,"Cells and batteries; primary, manganese dioxide",Cells and batteries,Consumer Durables,Components,Accumulators and batteries,yes,yes,no,no,yes,no,3.786357,0.000705,Included in DGCIS,
850630,"Cells and batteries; primary, mercuric oxide",Cells and batteries,Consumer Durables,Components,Accumulators and batteries,yes,yes,no,no,yes,no,0.007772,0.000002,Included in DGCIS,
850640,"Cells and batteries; primary, silver oxide",Cells and batteries,Consumer Durables,Components,Accumulators and batteries,yes,yes,no,no,yes,no,0.236929,0.000053,Included in DGCIS,
850650,"Cells and batteries; primary, lithium",Cells and batteries,Consumer Durables,Components,Accumulators and batteries,yes,yes,no,no,yes,no,3.243058,0.000638,Included in DGCIS,
850660,"Cells and batteries; primary, air-zinc",Cells and batteries,Consumer Durables,Components,Accumulators and batteries,yes,yes,no,no,yes,no,0.305699,0.000069,Included in DGCIS,
850680,"Cells and batteries; primary, (other than manganese dioxide, mercuric oxide, silver oxide, lithium or air-zinc)",Cells and batteries,Consumer Durables,Components,Consumer electronics,yes,yes,yes,no,yes,yes,0.562935,0.000127,Included in DGCIS,
850690,"Cells and batteries; primary, parts thereof",Parts of cells and batteries,Consumer Durables,Components,Accumulators and batteries,yes,yes,no,no,yes,no,0.64828,0.000146,Included in DGCIS,
850710,"Electric accumulators; lead-acid, of a kind used for starting piston engines, including separators, whether or not rectangular (including square)",Battery Pack,Mobile & Telephone,Components,Accumulators and batteries,yes,yes,no,no,yes,no,10.407177,0.002365,Included in DGCIS,
850720,"Electric accumulators; lead-acid, (other than for starting piston engines), including separators, whether or not rectangular (including square)",Battery Pack,Mobile & Telephone,Components,Accumulators and batteries,yes,yes,no,no,yes,no,7.866586,0.001821,Included in DGCIS,
850730,"Electric accumulators; nickel-cadmium, including separators, whether or not rectangular (including square)",Battery Pack,Mobile & Telephone,Components,Accumulators and batteries,yes,yes,no,no,yes,no,0.809744,0,Included in DGCIS,
850740,"Electric accumulators; nickel-iron, including separators, whether or not rectangular (including square)",Battery Pack,Mobile & Telephone,Components,Accumulators and batteries,yes,yes,no,no,yes,no,0.000144,0,Included in DGCIS,
850750,"Electric accumulators; nickel-metal hydride, including separators, whether or not rectangular (including square)",Battery Pack,Mobile & Telephone,Components,Accumulators and batteries,yes,yes,no,no,yes,no,1.94329,0.000214,Included in DGCIS,
850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",Battery Pack,Mobile & Telephone,Components,Accumulators and batteries,yes,yes,no,yes,yes,no,116.655694,0.026753,Included in DGCIS,
850780,"Electric accumulators; other than lead-acid, nickel-cadmium, nickel-metal hydride and lithium-ion, including separators, whether or not rectangular (including square)",Battery Pack,Mobile & Telephone,Components,Accumulators and batteries,yes,yes,no,no,yes,no,0.666495,0.000004,Included in DGCIS,
850790,Electric accumulators; parts n.e.c. in heading no. 8507,Parts of battery pack,Mobile & Telephone,Components,Accumulators and batteries,yes,yes,no,yes,yes,no,4.473975,0.001151,Included in DGCIS,
